stock_ticker,long_business_summary,full_time_employees,sector,total_revenue,country,financial_currency,52_week_change,debt_to_equity,ebitda_margins,current_ratio,tokenized,lemmatized,vec1,vec2,vec3,vec4,vec5
TWI,"Titan International, Inc., together with its subsidiaries, manufactures and sells wheels, tires, and undercarriage systems and components for off-highway vehicles in North America, Europe, Latin America, the Commonwealth of Independent States region, the Middle East, Africa, Russia, and internationally. The company operates in three segments: Agricultural, Earthmoving/Construction, and Consumer. It offers rims, wheels, tires, and undercarriage systems and components for various agricultural equipment, including tractors, combines, skidders, plows, planters, and irrigation equipment. The company also offers rims, wheels, tires, and undercarriage systems and components for off-the-road earthmoving, mining, military, construction, and forestry equipment, including skid steers, aerial lifts, cranes, graders and levelers, scrapers, self-propelled shovel loaders, articulated dump trucks, load transporters, haul trucks, backhoe loaders, crawler tractors, lattice cranes, shovels, and hydraulic excavators. In addition, it provides bias and light truck tires; and products for ATVs, turf, and golf cart applications, as well as specialty and train brakes. The company sells its products directly to original equipment manufacturers, as well as to the aftermarket through independent distributors, equipment dealers, and own distribution centers. Titan International, Inc. was founded in 1890 and is headquartered in Quincy, Illinois.",6800,Industrials,1473837056,United States,USD,1.6425993,251.549,0.05619,1.867,"['Titan', 'International', 'Inc', 'subsidiaries', 'manufactures', 'sells', 'wheels', 'tires', 'systems', 'components', 'highway', 'vehicles', 'North', 'America', 'Europe', 'Latin', 'America', 'Commonwealth', 'Independent', 'States', 'region', 'Middle', 'East', 'Africa', 'Russia', 'company', 'operates', 'segments', 'Earthmoving', 'Construction', 'Consumer', 'offers', 'rims', 'wheels', 'tires', 'systems', 'components', 'equipment', 'including', 'tractors', 'combines', 'skidders', 'plows', 'planters', 'irrigation', 'equipment', 'company', 'offers', 'rims', 'wheels', 'tires', 'systems', 'components', 'road', 'earthmoving', 'mining', 'construction', 'forestry', 'equipment', 'including', 'steers', 'lifts', 'cranes', 'graders', 'levelers', 'scrapers', 'self', 'propelled', 'shovel', 'loaders', 'articulated', 'dump', 'trucks', 'load', 'transporters', 'haul', 'trucks', 'backhoe', 'loaders', 'crawler', 'tractors', 'lattice', 'cranes', 'shovels', 'excavators', 'addition', 'provides', 'truck', 'tires', 'products', 'ATVs', 'turf', 'golf', 'cart', 'applications', 'specialty', 'train', 'brakes', 'company', 'sells', 'products', 'equipment', 'manufacturers', 'aftermarket', 'distributors', 'equipment', 'dealers', 'distribution', 'centers', 'Titan', 'International', 'Inc', 'was', 'founded', 'is', 'headquartered', 'Quincy', 'Illinois']","['titan', 'international', 'manufacture', 'wheel', 'tire', 'component', 'highway', 'vehicle', 'north', 'america', 'europe', 'latin', 'america', 'commonwealth', 'independent', 'region', 'middle', 'east', 'africa', 'russia', 'earthmoving', 'construction', 'consumer', 'rim', 'wheel', 'tire', 'component', 'equipment', 'tractor', 'combine', 'skidder', 'plow', 'planter', 'irrigation', 'equipment', 'rim', 'wheel', 'tire', 'component', 'road', 'earthmoving', 'mining', 'construction', 'forestry', 'equipment', 'steer', 'lift', 'crane', 'grader', 'leveler', 'scraper', 'self', 'propelled', 'shovel', 'loader', 'articulated', 'dump', 'truck', 'load', 'transporter', 'haul', 'truck', 'backhoe', 'loader', 'crawler', 'tractor', 'lattice', 'crane', 'shovel', 'excavator', 'truck', 'tire', 'atvs', 'turf', 'golf', 'cart', 'application', 'specialty', 'train', 'brake', 'equipment', 'manufacturer', 'aftermarket', 'distributor', 'equipment', 'dealer', 'distribution', 'center', 'titan', 'international', 'quincy', 'illinois']",8.8112135,5.7313905,-3.856558,-1.9307438,-4.8157763
MUC,"BlackRock MuniHoldings California Quality Fund, Inc. is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It invests primarily in a portfolio of long-term investment-grade municipal obligations, the interest on which is exempt from Federal and California income taxes. BlackRock MuniHoldings California Quality Fund, Inc. was formed in 1997 and is domiciled in United States.",,Financial Services,36533876,United States,USD,0.13733912,62.269,0,0.083,"['BlackRock', 'MuniHoldings', 'California', 'Quality', 'Fund', 'Inc', 'is', 'ended', 'fixed', 'income', 'fund', 'launched', 'BlackRock', 'Inc', 'is', 'managed', 'BlackRock', 'Advisors', 'LLC', 'fund', 'invests', 'income', 'markets', 'invests', 'portfolio', 'term', 'investment', 'grade', 'obligations', 'interest', 'is', 'Federal', 'California', 'income', 'taxes', 'BlackRock', 'MuniHoldings', 'California', 'Quality', 'Fund', 'Inc', 'was', 'formed', 'is', 'domiciled', 'United', 'States']","['blackrock', 'muniholdings', 'california', 'quality', 'fixed', 'launched', 'blackrock', 'managed', 'blackrock', 'advisors', 'llc', 'term', 'grade', 'obligation', 'interest', 'federal', 'california', 'tax', 'blackrock', 'muniholdings', 'california', 'quality', 'formed', 'domiciled']",-1.4360901,-2.612678,3.8427594,-3.2006223,1.6721439
NLS,"Nautilus, Inc., a fitness solutions company, designs, develops, sources, and markets cardio and strength fitness products, and related accessories for consumer and commercial use in the United States, Canada, and internationally. The company operates in two segments, Direct and Retail. It offers specialized cardio products, treadmills, ellipticals, bike products, home gyms, dumbbells, barbells, and kettlebells primarily under the Nautilus, Bowflex, Octane Fitness, Schwinn, and Universal brands, as well as fitness digital platform under the JRNY brand. In addition, it engages in licensing its brands and intellectual properties. The company offers its products directly to consumers through television advertising, social media, websites, and catalogs; and through a network of retail companies consisting of sporting goods stores, Internet retailers, and large-format and warehouse stores, as well as specialty retailers and independent bike dealers. Nautilus, Inc. was founded in 1986 and is headquartered in Vancouver, Washington.",410,Consumer Cyclical,664913024,United States,USD,-0.41637427,21.002,0.22167999,2.146,"['Nautilus', 'Inc', 'fitness', 'solutions', 'company', 'designs', 'sources', 'markets', 'cardio', 'strength', 'fitness', 'products', 'accessories', 'consumer', 'use', 'United', 'States', 'Canada', 'company', 'operates', 'segments', 'offers', 'cardio', 'products', 'treadmills', 'ellipticals', 'bike', 'products', 'home', 'gyms', 'dumbbells', 'barbells', 'kettlebells', 'Nautilus', 'Bowflex', 'Octane', 'Fitness', 'Schwinn', 'Universal', 'brands', 'platform', 'JRNY', 'brand', 'addition', 'engages', 'licensing', 'brands', 'properties', 'company', 'offers', 'products', 'consumers', 'television', 'advertising', 'media', 'websites', 'catalogs', 'network', 'companies', 'consisting', 'sporting', 'goods', 'stores', 'Internet', 'retailers', 'format', 'warehouse', 'stores', 'specialty', 'retailers', 'bike', 'dealers', 'Nautilus', 'Inc', 'was', 'founded', 'is', 'headquartered', 'Vancouver', 'Washington']","['nautilus', 'fitness', 'design', 'source', 'cardio', 'strength', 'fitness', 'accessory', 'consumer', 'canada', 'cardio', 'treadmill', 'ellipticals', 'bike', 'home', 'gym', 'dumbbell', 'barbell', 'kettlebells', 'nautilus', 'bowflex', 'octane', 'fitness', 'schwinn', 'universal', 'platform', 'jrny', 'engages', 'licensing', 'property', 'consumer', 'television', 'advertising', 'medium', 'website', 'catalog', 'network', 'consisting', 'sporting', 'good', 'store', 'internet', 'retailer', 'format', 'warehouse', 'store', 'specialty', 'retailer', 'bike', 'dealer', 'nautilus', 'vancouver', 'washington']",2.317739,-0.20549957,5.7398615,-1.9012698,-0.92066944
GDL,"The GDL Fund is a closed-ended equity mutual fund launched by GAMCO Investors, Inc. It is managed by Gabelli Funds, LLC. The fund invests in public equity markets across the globe. It invests in stocks of companies operating across diversified sectors. The fund invests in securities of companies involved in publicly announced mergers, takeovers, tender offers, and leveraged buyouts. It also invests in companies undergoing corporate reorganizations involving stubs, spin-offs, and liquidations. The fund benchmarks the performance of its portfolio against Bank of America Merrill Lynch 3 Month U.S. Treasury Bill Index. It was formerly known as Gabelli Global Deal Fund. The GDL Fund was formed on October 17, 2006 and is domiciled in the United States.",,Financial Services,,United States,,0.060070634,,0,,"['GDL', 'Fund', 'is', 'ended', 'equity', 'fund', 'launched', 'GAMCO', 'Investors', 'Inc', 'is', 'managed', 'Gabelli', 'Funds', 'LLC', 'fund', 'invests', 'equity', 'markets', 'globe', 'invests', 'stocks', 'companies', 'operating', 'sectors', 'fund', 'invests', 'securities', 'companies', 'involved', 'announced', 'mergers', 'takeovers', 'tender', 'offers', 'buyouts', 'invests', 'companies', 'undergoing', 'reorganizations', 'involving', 'spin', 'offs', 'liquidations', 'fund', 'benchmarks', 'performance', 'portfolio', 'Bank', 'America', 'Merrill', 'Lynch', 'Month', 'Treasury', 'Bill', 'Index', 'was', 'known', 'Gabelli', 'Global', 'Deal', 'Fund', 'GDL', 'Fund', 'was', 'formed', 'October', 'is', 'domiciled', 'United', 'States']","['gdl', 'equity', 'launched', 'gamco', 'investors', 'managed', 'gabelli', 'funds', 'llc', 'equity', 'globe', 'stock', 'operating', 'sector', 'involved', 'announced', 'merger', 'takeover', 'tender', 'buyout', 'undergoing', 'reorganization', 'involving', 'spin', 'offs', 'liquidation', 'benchmark', 'performance', 'bank', 'america', 'merrill', 'lynch', 'month', 'treasury', 'bill', 'index', 'gabelli', 'global', 'deal', 'gdl', 'formed', 'october', 'domiciled']",-2.1774187,-1.962151,2.6602097,-5.9885736,2.8723283
HIW,"Highwoods Properties, Inc., headquartered in Raleigh, is a publicly-traded (NYSE:HIW) real estate investment trust (ÂREITÂ) and a member of the S&P MidCap 400 Index. Highwoods is a fully-integrated office REIT that owns, develops, acquires, leases and manages properties primarily in the best business districts (BBDs) of Atlanta, Charlotte, Nashville, Orlando, Pittsburgh, Raleigh, Richmond and Tampa.",359,Real Estate,733185024,United States,USD,0.34136784,99.22,0.59458,1.419,"['Highwoods', 'Properties', 'Inc', 'headquartered', 'Raleigh', 'is', 'traded', 'NYSE', 'HIW', 'estate', 'investment', 'trust', 'REITÂ', 'member', 'MidCap', 'Index', 'Highwoods', 'is', 'office', 'REIT', 'owns', 'develops', 'acquires', 'leases', 'manages', 'properties', 'business', 'districts', 'BBDs', 'Atlanta', 'Charlotte', 'Nashville', 'Orlando', 'Pittsburgh', 'Raleigh', 'Richmond', 'Tampa']","['highwoods', 'properties', 'raleigh', 'traded', 'nyse', 'hiw', 'estate', 'trust', 'reitâ', 'member', 'midcap', 'index', 'highwoods', 'office', 'reit', 'owns', 'develops', 'acquires', 'lease', 'manages', 'property', 'district', 'bbds', 'atlanta', 'charlotte', 'nashville', 'orlando', 'pittsburgh', 'raleigh', 'richmond', 'tampa']",2.6883283,-2.3487642,1.4869026,-4.2044864,5.5447383
FUL,"H.B. Fuller Company, together with its subsidiaries, formulates, manufactures, and markets adhesives, sealants, coatings, polymers, tapes, encapsulants, additives, and other specialty chemical products worldwide. The company operates through three segments: Hygiene, Health and Consumable Adhesives; Engineering Adhesives; and Construction Adhesives. The Hygiene, Health and Consumable Adhesives segment produces and supplies specialty industrial adhesives such as, thermoplastic, thermoset, reactive, and water-based and solvent-based products for applications in various markets, including food and beverage containers, flexible packaging, consumer goods, package integrity and re-enforcement, and non-durable goods; corrugation, folding carton, tape and label, paper converting, envelopes, books, multi-wall bags, sacks, and tissue and towel; disposable diapers, feminine care, and medical garments; and health and beauty. The Engineering Adhesives segment produces and supplies high performance industrial adhesives such as reactive, light cure, two-part liquids, polyurethane, silicone, film, and fast cure products to the appliances and filters, windows, doors and wood flooring, and textile, transportation, electronics, medical, clean energy, aerospace and defense, appliance, heavy machinery, and insulating glass markets. The Construction Adhesives segment provides products used for tile setting, commercial roofing, heating, ventilation, and air conditioning and insulation applications, as well as caulks and sealants for the consumer market and professional trade. The company sells its products directly through distributors and retailers. H.B. Fuller Company was founded in 1887 and is headquartered in Saint Paul, Minnesota.",6428,Basic Materials,3022880000,United States,USD,0.42616498,111.764,0.14173001,1.791,"['Fuller', 'Company', 'subsidiaries', 'formulates', 'manufactures', 'markets', 'adhesives', 'sealants', 'coatings', 'polymers', 'tapes', 'encapsulants', 'additives', 'specialty', 'chemical', 'products', 'company', 'operates', 'segments', 'Hygiene', 'Health', 'Consumable', 'Adhesives', 'Engineering', 'Adhesives', 'Construction', 'Adhesives', 'Hygiene', 'Health', 'Consumable', 'Adhesives', 'segment', 'produces', 'supplies', 'specialty', 'adhesives', 'thermoset', 'reactive', 'water', 'based', 'based', 'products', 'applications', 'markets', 'including', 'food', 'beverage', 'containers', 'packaging', 'consumer', 'goods', 'package', 'integrity', 're', 'enforcement', 'goods', 'corrugation', 'folding', 'carton', 'tape', 'paper', 'converting', 'envelopes', 'books', 'multi', 'wall', 'bags', 'sacks', 'tissue', 'towel', 'diapers', 'feminine', 'care', 'garments', 'health', 'beauty', 'Engineering', 'Adhesives', 'segment', 'produces', 'supplies', 'performance', 'adhesives', 'cure', 'part', 'liquids', 'polyurethane', 'silicone', 'film', 'cure', 'products', 'appliances', 'filters', 'windows', 'doors', 'wood', 'flooring', 'textile', 'transportation', 'electronics', 'energy', 'aerospace', 'defense', 'appliance', 'machinery', 'insulating', 'glass', 'markets', 'Construction', 'Adhesives', 'segment', 'provides', 'products', 'used', 'setting', 'roofing', 'heating', 'ventilation', 'air', 'conditioning', 'insulation', 'applications', 'caulks', 'sealants', 'consumer', 'market', 'trade', 'company', 'sells', 'products', 'distributors', 'retailers', 'Fuller', 'Company', 'was', 'founded', 'is', 'headquartered', 'Saint', 'Paul', 'Minnesota']","['fuller', 'formulates', 'manufacture', 'adhesive', 'sealant', 'coating', 'polymer', 'tape', 'encapsulants', 'additive', 'specialty', 'chemical', 'hygiene', 'health', 'consumable', 'adhesives', 'engineering', 'adhesives', 'construction', 'adhesives', 'hygiene', 'health', 'consumable', 'adhesives', 'produce', 'supply', 'specialty', 'adhesive', 'thermoset', 'reactive', 'water', 'application', 'food', 'beverage', 'container', 'packaging', 'consumer', 'good', 'package', 'integrity', 'enforcement', 'good', 'corrugation', 'folding', 'carton', 'tape', 'paper', 'converting', 'envelope', 'book', 'multi', 'wall', 'bag', 'sack', 'tissue', 'towel', 'diaper', 'feminine', 'care', 'garment', 'health', 'beauty', 'engineering', 'adhesives', 'produce', 'supply', 'performance', 'adhesive', 'cure', 'part', 'liquid', 'polyurethane', 'silicone', 'film', 'cure', 'appliance', 'filter', 'window', 'door', 'wood', 'flooring', 'textile', 'transportation', 'electronics', 'energy', 'aerospace', 'defense', 'appliance', 'machinery', 'insulating', 'glass', 'construction', 'adhesives', 'used', 'setting', 'roofing', 'heating', 'ventilation', 'air', 'conditioning', 'insulation', 'application', 'caulk', 'sealant', 'consumer', 'trade', 'distributor', 'retailer', 'fuller', 'saint', 'paul', 'minnesota']",10.704987,2.5320358,-2.5217845,-2.7282405,-9.920809
MGP,"MGM Growth Properties LLC (NYSE:MGP) is one of the leading publicly traded real estate investment trusts engaged in the acquisition, ownership and leasing of large-scale destination entertainment and leisure resorts, whose diverse amenities include casino gaming, hotel, convention, dining, entertainment and retail offerings. MGP, together with its joint venture, currently owns a portfolio of properties, consisting of 12 premier destination resorts in Las Vegas and elsewhere across the United States, MGM Northfield Park in Northfield, OH, Empire Resort Casino in Yonkers, NY, as well as a retail and entertainment district, The Park in Las Vegas. As of December 31, 2019, our destination resorts, the Park, Empire Resort Casino, and MGM Northfield Park collectively comprised approximately 27,400 hotel rooms, 1.4 million casino square footage, and 2.7 million convention square footage. As a growth-oriented public real estate entity, MGP expects its relationship with MGM Resorts and other entertainment providers to attractively position MGP for the acquisition of additional properties across the entertainment, hospitality and leisure industries.",,Real Estate,878366976,United States,USD,0.46802425,88.921,0.95505,1.574,"['MGM', 'Growth', 'Properties', 'LLC', 'NYSE', 'MGP', 'is', 'leading', 'traded', 'estate', 'investment', 'trusts', 'engaged', 'acquisition', 'ownership', 'leasing', 'scale', 'destination', 'entertainment', 'leisure', 'resorts', 'amenities', 'include', 'casino', 'gaming', 'hotel', 'convention', 'dining', 'entertainment', 'offerings', 'MGP', 'venture', 'owns', 'portfolio', 'properties', 'consisting', 'destination', 'resorts', 'Las', 'Vegas', 'United', 'States', 'MGM', 'Northfield', 'Park', 'Northfield', 'OH', 'Empire', 'Resort', 'Casino', 'Yonkers', 'NY', 'entertainment', 'district', 'Park', 'Las', 'Vegas', 'December', 'destination', 'resorts', 'Park', 'Empire', 'Resort', 'Casino', 'MGM', 'Northfield', 'Park', 'comprised', 'hotel', 'rooms', 'casino', 'footage', 'convention', 'footage', 'growth', 'oriented', 'estate', 'entity', 'MGP', 'expects', 'relationship', 'MGM', 'Resorts', 'entertainment', 'providers', 'position', 'MGP', 'acquisition', 'properties', 'entertainment', 'hospitality', 'leisure', 'industries']","['mgm', 'growth', 'properties', 'llc', 'nyse', 'mgp', 'leading', 'traded', 'estate', 'trust', 'engaged', 'acquisition', 'ownership', 'leasing', 'scale', 'destination', 'entertainment', 'leisure', 'resort', 'amenity', 'include', 'casino', 'gaming', 'hotel', 'convention', 'dining', 'entertainment', 'offering', 'mgp', 'venture', 'owns', 'property', 'consisting', 'destination', 'resort', 'las', 'vegas', 'mgm', 'northfield', 'park', 'northfield', 'oh', 'empire', 'resort', 'casino', 'yonkers', 'ny', 'entertainment', 'district', 'park', 'las', 'vegas', 'december', 'destination', 'resort', 'park', 'empire', 'resort', 'casino', 'mgm', 'northfield', 'park', 'comprised', 'hotel', 'room', 'casino', 'footage', 'convention', 'footage', 'growth', 'oriented', 'estate', 'entity', 'mgp', 'expects', 'relationship', 'mgm', 'resorts', 'entertainment', 'provider', 'position', 'mgp', 'acquisition', 'property', 'entertainment', 'hospitality', 'leisure', 'industry']",2.5766408,1.7081988,3.2876997,-16.81411,18.111012
PMVC,"PMV Consumer Acquisition Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities in the consumer industry. The company was founded in 2020 and is based in Palm Beach, Florida.",,Financial Services,,United States,USD,0.0072164536,,0,10.596,"['Consumer', 'Acquisition', 'Corp', 'does', 'have', 'operations', 'intends', 'effect', 'merger', 'share', 'exchange', 'asset', 'acquisition', 'share', 'purchase', 'reorganization', 'business', 'combination', 'businesses', 'entities', 'consumer', 'industry', 'company', 'was', 'founded', 'is', 'based', 'Palm', 'Beach', 'Florida']","['consumer', 'acquisition', 'corp', 'doe', 'operation', 'intends', 'effect', 'merger', 'share', 'exchange', 'acquisition', 'share', 'purchase', 'reorganization', 'combination', 'entity', 'consumer', 'industry', 'palm', 'beach', 'florida']",0.90988684,1.3580576,0.17150548,-0.7243037,0.34884456
TRCA,"Twin Ridge Capital Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses or entities. The company was founded in 2021 and is based in Menlo Park, California.",,Financial Services,,United States,USD,-0.01522845,,0,,"['Twin', 'Ridge', 'Capital', 'Acquisition', 'Corp', 'focuses', 'effecting', 'merger', 'capital', 'stock', 'exchange', 'asset', 'acquisition', 'stock', 'purchase', 'reorganization', 'business', 'combination', 'businesses', 'entities', 'company', 'was', 'founded', 'is', 'based', 'Menlo', 'Park', 'California']","['twin', 'ridge', 'capital', 'acquisition', 'corp', 'focus', 'effecting', 'merger', 'capital', 'stock', 'exchange', 'acquisition', 'stock', 'purchase', 'reorganization', 'combination', 'entity', 'menlo', 'park', 'california']",0.9804775,0.0955909,0.40839002,1.1545417,0.5286647
FOA,"Finance of America Companies Inc. operates a consumer lending platform in the United States. The company provides home loans, reverse mortgages, commercial loans, lender services, and capital management. The company was founded in 2013 and is based in Irving, Texas.",,Financial Services,2040075008,United States,USD,-0.49607843,391.105,0,5.998,"['Finance', 'America', 'Companies', 'Inc', 'operates', 'consumer', 'lending', 'platform', 'United', 'States', 'company', 'provides', 'home', 'loans', 'mortgages', 'loans', 'lender', 'services', 'capital', 'management', 'company', 'was', 'founded', 'is', 'based', 'Irving', 'Texas']","['finance', 'america', 'companies', 'consumer', 'lending', 'platform', 'home', 'loan', 'mortgage', 'loan', 'lender', 'capital', 'irving', 'texas']",-1.0423068,0.93615085,0.4830763,-8.205054,0.8188125
BAH,"Booz Allen Hamilton Holding Corporation provides management and technology consulting, analytics, engineering, digital, mission operations, and cyber solutions to governments, corporations, and not-for-profit organizations in the United States and internationally. The company offers consulting solutions for various domains, business strategies, human capital, and operations. It also provides analytics services, which focuses on delivering transformational solutions in the areas of artificial intelligence, such as machine learning, deep learning; data science, such as data engineering and predictive modeling; automation and decision analytics; and quantum computing. In addition, the company designs, develops, and implements solutions built on contemporary methodologies and modern architectures; delivers engineering services and solutions to define, develop, implement, sustain, and modernize complex physical systems; and provides cyber risk management solutions, such as prevention, detection, and cost effectiveness. Booz Allen Hamilton Holding Corporation was founded in 1914 and is headquartered in McLean, Virginia.",28600,Industrials,7891551232,United States,USD,-0.07555401,312.471,0.10022,1.807,"['Booz', 'Allen', 'Hamilton', 'Holding', 'Corporation', 'provides', 'management', 'technology', 'consulting', 'analytics', 'engineering', 'mission', 'operations', 'cyber', 'solutions', 'governments', 'corporations', 'profit', 'organizations', 'United', 'States', 'company', 'offers', 'consulting', 'solutions', 'domains', 'business', 'strategies', 'capital', 'operations', 'provides', 'analytics', 'services', 'focuses', 'delivering', 'solutions', 'areas', 'intelligence', 'machine', 'learning', 'learning', 'data', 'science', 'data', 'engineering', 'modeling', 'automation', 'decision', 'analytics', 'quantum', 'computing', 'addition', 'company', 'designs', 'develops', 'implements', 'solutions', 'built', 'methodologies', 'architectures', 'delivers', 'engineering', 'services', 'solutions', 'define', 'develop', 'sustain', 'modernize', 'systems', 'provides', 'cyber', 'risk', 'management', 'solutions', 'prevention', 'detection', 'cost', 'effectiveness', 'Booz', 'Allen', 'Hamilton', 'Holding', 'Corporation', 'was', 'founded', 'is', 'headquartered', 'McLean', 'Virginia']","['booz', 'allen', 'hamilton', 'holding', 'technology', 'consulting', 'analytics', 'engineering', 'mission', 'operation', 'cyber', 'government', 'profit', 'organization', 'consulting', 'domain', 'strategy', 'capital', 'operation', 'analytics', 'focus', 'delivering', 'area', 'intelligence', 'machine', 'learning', 'learning', 'data', 'science', 'data', 'engineering', 'modeling', 'automation', 'decision', 'analytics', 'quantum', 'computing', 'design', 'develops', 'implement', 'built', 'methodology', 'architecture', 'delivers', 'engineering', 'define', 'develop', 'sustain', 'modernize', 'cyber', 'risk', 'prevention', 'detection', 'cost', 'effectiveness', 'booz', 'allen', 'hamilton', 'holding', 'mclean', 'virginia']",-0.8996775,4.0079184,0.2969801,-6.3376603,-0.07446979
GCV,"The Gabelli Convertible and Income Securities Fund Inc. is a closed-ended balanced mutual fund launched by GAMCO Investors, Inc. The fund is managed by Gabelli Funds, LLC. It invests in public equity and fixed income markets. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in convertible securities and other debt and equity securities. The fund benchmarks the performance of its portfolio against the Standard & Poor's 500 Index, Barclays Government/Credit Bond Index, and Lipper Convertible Securities Fund Average. It was formerly known as Gabelli Convertible Securities Fund Inc. The Gabelli Convertible and Income Securities Fund Inc. was formed on December 19, 1988 and is domiciled in the United States.",,Financial Services,2902419,United States,USD,0.19696975,,0,0.427,"['Gabelli', 'Convertible', 'Income', 'Securities', 'Fund', 'Inc', 'is', 'ended', 'balanced', 'fund', 'launched', 'GAMCO', 'Investors', 'Inc', 'fund', 'is', 'managed', 'Gabelli', 'Funds', 'LLC', 'invests', 'equity', 'income', 'markets', 'fund', 'seeks', 'invest', 'stocks', 'companies', 'operating', 'sectors', 'invests', 'securities', 'debt', 'equity', 'securities', 'fund', 'benchmarks', 'performance', 'portfolio', 'Standard', 'Poor', 'Index', 'Barclays', 'Government', 'Credit', 'Bond', 'Index', 'Lipper', 'Convertible', 'Securities', 'Fund', 'Average', 'was', 'known', 'Gabelli', 'Convertible', 'Securities', 'Fund', 'Inc', 'Gabelli', 'Convertible', 'Income', 'Securities', 'Fund', 'Inc', 'was', 'formed', 'December', 'is', 'domiciled', 'United', 'States']","['gabelli', 'convertible', 'securities', 'balanced', 'launched', 'gamco', 'investors', 'managed', 'gabelli', 'funds', 'llc', 'equity', 'seek', 'invest', 'stock', 'operating', 'sector', 'debt', 'equity', 'benchmark', 'performance', 'standard', 'poor', 'index', 'barclays', 'government', 'credit', 'bond', 'index', 'lipper', 'convertible', 'securities', 'average', 'gabelli', 'convertible', 'securities', 'gabelli', 'convertible', 'securities', 'formed', 'december', 'domiciled']",-1.1788131,-4.6258335,2.3462067,-6.793226,1.883712
CPS,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., designs, manufactures, and sells sealing, fuel and brake delivery, and fluid transfer systems worldwide. The company's sealing systems include obstacle detection sensor system, flush glass systems, dynamic seals, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, and textured surfaces with cloth appearance. Its fuel and brake delivery systems comprise chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, and brake jounce lines. The company's fluid transfer systems consist of heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, DPF and SCR emission lines, secondary air hoses, degas tanks, brake and clutch hoses, air intake and charge systems, and transmission oil cooling hoses. The company's products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",25000,Consumer Cyclical,2582234112,United States,USD,0.75568604,214.562,0.052670002,1.834,"['Cooper', 'Standard', 'Holdings', 'Inc', 'subsidiary', 'Cooper', 'Standard', 'Automotive', 'Inc', 'designs', 'manufactures', 'sells', 'sealing', 'fuel', 'brake', 'delivery', 'fluid', 'transfer', 'systems', 'company', 'sealing', 'systems', 'include', 'detection', 'sensor', 'system', 'glass', 'systems', 'seals', 'extrusion', 'systems', 'seals', 'specialty', 'sealing', 'products', 'encapsulated', 'glasses', 'steel', 'trims', 'textured', 'surfaces', 'appearance', 'fuel', 'brake', 'delivery', 'systems', 'comprise', 'chassis', 'tank', 'fuel', 'lines', 'bundles', 'injection', 'port', 'fuel', 'rails', 'brake', 'lines', 'bundles', 'tube', 'coatings', 'connects', 'brake', 'jounce', 'lines', 'company', 'transfer', 'systems', 'consist', 'heater', 'coolant', 'hoses', 'charger', 'hoses', 'connects', 'charged', 'air', 'cooler', 'ducts', 'assemblies', 'DPF', 'SCR', 'emission', 'lines', 'air', 'hoses', 'tanks', 'brake', 'clutch', 'hoses', 'air', 'charge', 'systems', 'transmission', 'oil', 'cooling', 'hoses', 'company', 'products', 'are', 'used', 'passenger', 'vehicles', 'light', 'trucks', 'are', 'manufactured', 'equipment', 'manufacturers', 'replacement', 'markets', 'Cooper', 'Standard', 'Holdings', 'Inc', 'was', 'founded', 'is', 'headquartered', 'Northville', 'Michigan']","['cooper', 'standard', 'holdings', 'cooper', 'standard', 'automotive', 'design', 'manufacture', 'sealing', 'fuel', 'brake', 'delivery', 'fluid', 'transfer', 'sealing', 'include', 'detection', 'sensor', 'glass', 'seal', 'extrusion', 'seal', 'specialty', 'sealing', 'encapsulated', 'glass', 'steel', 'trim', 'textured', 'surface', 'appearance', 'fuel', 'brake', 'delivery', 'comprise', 'chassis', 'tank', 'fuel', 'line', 'bundle', 'injection', 'port', 'fuel', 'rail', 'brake', 'line', 'bundle', 'tube', 'coating', 'connects', 'brake', 'jounce', 'line', 'transfer', 'consist', 'heater', 'coolant', 'hose', 'charger', 'hose', 'connects', 'charged', 'air', 'cooler', 'duct', 'assembly', 'dpf', 'scr', 'emission', 'line', 'air', 'hose', 'tank', 'brake', 'clutch', 'hose', 'air', 'charge', 'transmission', 'oil', 'cooling', 'hose', 'used', 'passenger', 'vehicle', 'light', 'truck', 'manufactured', 'equipment', 'manufacturer', 'replacement', 'cooper', 'standard', 'holdings', 'northville', 'michigan']",8.812695,3.334731,-12.48939,-13.966056,-7.3909435
